movieId,title,genres
54,"Big Green, The",Children|Comedy
55,Georgia,Drama
57,Home for the Holidays,Drama
58,"Postman, The (Postino, Il)",Comedy|Drama|Romance
59,"Confessional, The (Confessionnal, Le)",Drama|Mystery
60,"Indian in the Cupboard, The",Adventure|Children|Fantasy
61,Eye for an Eye,Drama|Thriller
62,Mr. Holland's Opus,Drama
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy|Crime
64,Two if by Sea,Comedy|Romance
65,Bio-Dome,Comedy
66,Lawnmower Man 2: Beyond Cyberspace,Action|Sci-Fi|Thriller
68,French Twist (Gazon maudit),Comedy|Romance
69,Friday,Comedy
70,From Dusk Till Dawn,Action|Comedy|Horror|Thriller
71,Fair Game,Action
72,Kicking and Screaming,Comedy|Drama
73,"Misérables, Les",Drama|War
74,Bed of Roses,Drama|Romance
76,Screamers,Action|Sci-Fi|Thriller
77,Nico Icon,Documentary
78,"Crossing Guard, The",Action|Crime|Drama|Thriller
79,"Juror, The",Drama|Thriller
80,"White Balloon, The (Badkonake sefid)",Children|Drama
81,Things to Do in Denver When You're Dead,Crime|Drama|Romance
82,Antonia's Line (Antonia),Comedy|Drama
83,Once Upon a Time... When We Were Colored,Drama|Romance
84,Last Summer in the Hamptons,Comedy|Drama
85,Angels and Insects,Drama|Romance
86,White Squall,Action|Adventure|Drama
87,Dunston Checks In,Children|Comedy
88,Black Sheep,Comedy
89,Nick of Time,Action|Thriller
92,Mary Reilly,Drama|Horror|Thriller
93,Vampire in Brooklyn,Comedy|Horror|Romance
94,Beautiful Girls,Comedy|Drama|Romance
95,Broken Arrow,Action|Adventure|Thriller
96,In the Bleak Midwinter,Comedy|Drama
97,"Hate (Haine, La)",Crime|Drama
98,Shopping,Action|Thriller
99,Heidi Fleiss: Hollywood Madam,Documentary
100,City Hall,Drama|Thriller
101,Bottle Rocket,Adventure|Comedy|Crime|Romance
102,Mr. Wrong,Comedy
103,Unforgettable,Mystery|Sci-Fi|Thriller
104,Happy Gilmore,Comedy
105,"Bridges of Madison County, The",Drama|Romance
107,Muppet Treasure Island,Adventure|Children|Comedy|Musical
108,Catwalk,Documentary
110,Braveheart,Action|Drama|War
111,Taxi Driver,Crime|Drama|Thriller
112,Rumble in the Bronx (Hont faan kui),Action|Adventure|Comedy|Crime
113,Before and After,Drama|Mystery
114,Margaret's Museum,Drama
116,Anne Frank Remembered,Documentary
117,"Young Poisoner's Handbook, The",Crime|Drama
118,If Lucy Fell,Comedy|Romance
119,"Steal Big, Steal Little",Comedy
121,"Boys of St. Vincent, The",Drama
122,Boomerang,Comedy|Romance
123,Chungking Express (Chung Hing sam lam),Drama|Mystery|Romance
124,"Star Maker, The (Uomo delle stelle, L')",Drama
125,Flirting With Disaster,Comedy
126,"NeverEnding Story III, The",Adventure|Children|Fantasy
129,Pie in the Sky,Comedy|Romance
130,Angela,Drama
131,Frankie Starlight,Drama|Romance
132,Jade,Thriller
135,Down Periscope,Comedy
137,Man of the Year,Documentary
140,Up Close and Personal,Drama|Romance
141,"Birdcage, The",Comedy
144,"Brothers McMullen, The",Comedy
145,Bad Boys,Action|Comedy|Crime|Drama|Thriller
146,"Amazing Panda Adventure, The",Adventure|Children
147,"Basketball Diaries, The",Drama
148,"Awfully Big Adventure, An",Drama
149,Amateur,Crime|Drama|Thriller
150,Apollo 13,Adventure|Drama|IMAX
151,Rob Roy,Action|Drama|Romance|War
152,"Addiction, The",Drama|Horror
153,Batman Forever,Action|Adventure|Comedy|Crime
154,Beauty of the Day (Belle de jour),Drama
155,Beyond Rangoon,Adventure|Drama|War
156,Blue in the Face,Comedy|Drama
157,Canadian Bacon,Comedy|War
158,Casper,Adventure|Children
159,Clockers,Crime|Drama|Mystery
160,Congo,Action|Adventure|Mystery|Sci-Fi
161,Crimson Tide,Drama|Thriller|War
162,Crumb,Documentary
163,Desperado,Action|Romance|Western
164,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller
165,Die Hard: With a Vengeance,Action|Crime|Thriller
166,"Doom Generation, The",Comedy|Crime|Drama
167,Feast of July,Drama
168,First Knight,Action|Drama|Romance
169,Free Willy 2: The Adventure Home,Adventure|Children|Drama
170,Hackers,Action|Adventure|Crime|Thriller
171,Jeffrey,Comedy|Drama
172,Johnny Mnemonic,Action|Sci-Fi|Thriller
173,Judge Dredd,Action|Crime|Sci-Fi
174,Jury Duty,Comedy
175,Kids,Drama
176,Living in Oblivion,Comedy
177,Lord of Illusions,Horror
178,Love & Human Remains,Comedy|Drama
179,Mad Love,Drama|Romance
180,Mallrats,Comedy|Romance
181,Mighty Morphin Power Rangers: The Movie,Action|Children
183,Mute Witness,Comedy|Horror|Thriller
184,Nadja,Drama
185,"Net, The",Action|Crime|Thriller
186,Nine Months,Comedy|Romance
187,Party Girl,Comedy
188,"Prophecy, The",Fantasy|Horror|Mystery
189,Reckless,Comedy|Fantasy
190,Safe,Thriller
191,"Scarlet Letter, The",Drama|Romance
193,Showgirls,Drama
194,Smoke,Comedy|Drama
195,Something to Talk About,Comedy|Drama|Romance
196,Species,Horror|Sci-Fi
198,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama|Musical|Romance
200,"Tie That Binds, The",Thriller
201,Three Wishes,Drama|Fantasy
202,Total Eclipse,Drama|Romance
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy
204,Under Siege 2: Dark Territory,Action
205,Unstrung Heroes,Comedy|Drama
206,Unzipped,Documentary
207,"Walk in the Clouds, A",Drama|Romance
208,Waterworld,Action|Adventure|Sci-Fi
209,White Man's Burden,Drama
211,"Browning Version, The",Drama
213,Burnt by the Sun (Utomlyonnye solntsem),Drama
214,Before the Rain (Pred dozhdot),Drama|War
215,Before Sunrise,Drama|Romance
216,Billy Madison,Comedy
217,"Babysitter, The",Drama|Thriller
218,Boys on the Side,Comedy|Drama
219,"Cure, The",Drama
220,Castle Freak,Horror
222,Circle of Friends,Drama|Romance
223,Clerks,Comedy
224,Don Juan DeMarco,Comedy|Drama|Romance
225,Disclosure,Drama|Thriller
227,Drop Zone,Action|Thriller
228,Destiny Turns on the Radio,Comedy
229,Death and the Maiden,Drama|Thriller
230,Dolores Claiborne,Drama|Thriller
231,Dumb & Dumber (Dumb and Dumber),Adventure|Comedy
232,Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance
233,Exotica,Drama
234,Exit to Eden,Comedy
235,Ed Wood,Comedy|Drama
236,French Kiss,Action|Comedy|Romance
237,Forget Paris,Comedy|Romance
238,Far From Home: The Adventures of Yellow Dog,Adventure|Children
239,"Goofy Movie, A",Animation|Children|Comedy|Romance
240,Hideaway,Thriller
241,Fluke,Children|Drama
242,Farinelli: il castrato,Drama|Musical
243,Gordy,Children|Comedy|Fantasy
244,Gumby: The Movie,Animation|Children
245,The Glass Shield,Crime|Drama
246,Hoop Dreams,Documentary
247,Heavenly Creatures,Crime|Drama
248,Houseguest,Comedy
249,Immortal Beloved,Drama|Romance
250,Heavyweights (Heavy Weights),Children|Comedy
251,"Hunted, The",Action
252,I.Q.,Comedy|Romance
253,Interview with the Vampire: The Vampire Chronicles,Drama|Horror
254,Jefferson in Paris,Drama
255,"Jerky Boys, The",Comedy
256,Junior,Comedy|Sci-Fi
257,Just Cause,Mystery|Thriller
258,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance
259,Kiss of Death,Crime|Drama|Thriller
260,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi
261,Little Women,Drama
262,"Little Princess, A",Children|Drama
263,Ladybird Ladybird,Drama
264,"Enfer, L'",Drama
265,Like Water for Chocolate (Como agua para chocolate),Drama|Fantasy|Romance
266,Legends of the Fall,Drama|Romance|War|Western
267,Major Payne,Comedy
268,Little Odessa,Crime|Drama
269,My Crazy Life (Mi vida loca),Drama
270,Love Affair,Drama|Romance
271,Losing Isaiah,Drama
272,"Madness of King George, The",Comedy|Drama
273,Mary Shelley's Frankenstein (Frankenstein),Drama|Horror|Sci-Fi
274,Man of the House,Comedy
275,Mixed Nuts,Comedy
276,Milk Money,Comedy|Romance
277,Miracle on 34th Street,Drama
278,Miami Rhapsody,Comedy
279,My Family,Drama
280,Murder in the First,Drama|Thriller
281,Nobody's Fool,Comedy|Drama|Romance
282,Nell,Drama
283,New Jersey Drive,Crime|Drama
285,Beyond Bedlam,Drama|Horror
287,Nina Takes a Lover,Comedy|Romance
288,Natural Born Killers,Action|Crime|Thriller
289,Only You,Comedy|Romance
290,Once Were Warriors,Crime|Drama
291,Poison Ivy II,Drama|Thriller
292,Outbreak,Action|Drama|Sci-Fi|Thriller
293,Léon: The Professional (a.k.a. The Professional) (Léon),Action|Crime|Drama|Thriller
294,"Perez Family, The",Comedy|Romance
295,"Pyromaniac's Love Story, A",Comedy|Romance
296,Pulp Fiction,Comedy|Crime|Drama|Thriller
299,Priest,Drama
300,Quiz Show,Drama
301,Picture Bride (Bijo photo),Drama|Romance
302,"Queen Margot (Reine Margot, La)",Drama|Romance
303,"Quick and the Dead, The",Action|Thriller|Western
304,Roommates,Comedy|Drama
305,Ready to Wear (Pret-A-Porter),Comedy
306,Three Colors: Red (Trois couleurs: Rouge),Drama
307,Three Colors: Blue (Trois couleurs: Bleu),Drama
308,Three Colors: White (Trzy kolory: Bialy),Comedy|Drama
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",Drama
312,Stuart Saves His Family,Comedy
313,"Swan Princess, The",Animation|Children
314,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery
315,"Specialist, The",Action|Drama|Thriller
316,Stargate,Action|Adventure|Sci-Fi
317,"Santa Clause, The",Comedy|Drama|Fantasy
318,"Shawshank Redemption, The",Crime|Drama
319,Shallow Grave,Comedy|Drama|Thriller
320,Suture,Film-Noir|Thriller
321,Strawberry and Chocolate (Fresa y chocolate),Drama
322,Swimming with Sharks,Comedy|Drama
324,"Sum of Us, The",Comedy|Drama
325,National Lampoon's Senior Trip,Comedy
326,To Live (Huozhe),Drama
327,Tank Girl,Action|Comedy|Sci-Fi
328,Tales from the Crypt Presents: Demon Knight,Horror|Thriller
329,Star Trek: Generations,Adventure|Drama|Sci-Fi
330,Tales from the Hood,Action|Crime|Horror
331,Tom & Viv,Drama
332,Village of the Damned,Horror|Sci-Fi
333,Tommy Boy,Comedy
334,Vanya on 42nd Street,Drama
335,Underneath,Mystery|Thriller
336,"Walking Dead, The",Drama|War
337,What's Eating Gilbert Grape,Drama
338,Virtuosity,Action|Sci-Fi|Thriller
339,While You Were Sleeping,Comedy|Romance
340,"War, The",Adventure|Drama|War
341,Double Happiness,Drama
342,Muriel's Wedding,Comedy
343,"Baby-Sitters Club, The",Children
344,Ace Ventura: Pet Detective,Comedy
345,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama
346,Backbeat,Drama|Musical
347,Bitter Moon,Drama|Film-Noir|Romance
348,Bullets Over Broadway,Comedy
349,Clear and Present Danger,Action|Crime|Drama|Thriller
350,"Client, The",Drama|Mystery|Thriller
351,"Corrina, Corrina",Comedy|Drama|Romance
352,Crooklyn,Comedy|Drama
353,"Crow, The",Action|Crime|Fantasy|Thriller
354,Cobb,Drama
355,"Flintstones, The",Children|Comedy|Fantasy
356,Forrest Gump,Comedy|Drama|Romance|War
357,Four Weddings and a Funeral,Comedy|Romance
358,Higher Learning,Drama
360,I Love Trouble,Action|Comedy
361,It Could Happen to You,Comedy|Drama|Romance
362,"Jungle Book, The",Adventure|Children|Romance
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",Documentary
364,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX
365,Little Buddha,Drama
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",Drama|Horror|Mystery|Thriller
367,"Mask, The",Action|Comedy|Crime|Fantasy
368,Maverick,Adventure|Comedy|Western
369,Mrs. Parker and the Vicious Circle,Drama
370,Naked Gun 33 1/3: The Final Insult,Action|Comedy
371,"Paper, The",Comedy|Drama
372,Reality Bites,Comedy|Drama|Romance
373,Red Rock West,Thriller
374,Richie Rich,Children|Comedy
375,Safe Passage,Drama
376,"River Wild, The",Action|Thriller
377,Speed,Action|Romance|Thriller
378,Speechless,Comedy|Romance
379,Timecop,Action|Sci-Fi|Thriller
380,True Lies,Action|Adventure|Comedy|Romance|Thriller
381,When a Man Loves a Woman,Drama|Romance
382,Wolf,Drama|Horror|Romance|Thriller
383,Wyatt Earp,Western
384,Bad Company,Action|Crime|Drama
387,"Low Down Dirty Shame, A",Action|Comedy
388,Boys Life,Drama
389,"Colonel Chabert, Le",Drama|Romance|War
390,Faster Pussycat! Kill! Kill!,Action|Crime|Drama
391,Jason's Lyric,Crime|Drama
392,"Secret Adventures of Tom Thumb, The",Adventure|Animation
393,Street Fighter,Action|Adventure|Fantasy
401,Mirage,Action|Thriller
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),Action|Fantasy
407,In the Mouth of Madness,Horror|Thriller
408,8 Seconds,Drama
409,Above the Rim,Crime|Drama
410,Addams Family Values,Children|Comedy|Fantasy
412,"Age of Innocence, The",Drama
413,Airheads,Comedy
414,"Air Up There, The",Comedy
415,Another Stakeout,Comedy|Thriller
416,Bad Girls,Western
417,Barcelona,Comedy|Romance
418,Being Human,Drama
419,"Beverly Hillbillies, The",Comedy
420,Beverly Hills Cop III,Action|Comedy|Crime|Thriller
421,Black Beauty,Adventure|Children|Drama
422,Blink,Thriller
423,Blown Away,Action|Thriller
424,Blue Chips,Drama
425,Blue Sky,Drama|Romance
426,Body Snatchers,Horror|Sci-Fi|Thriller
427,Boxing Helena,Drama|Mystery|Romance|Thriller
428,"Bronx Tale, A",Drama
429,Cabin Boy,Comedy
431,Carlito's Way,Crime|Drama
432,City Slickers II: The Legend of Curly's Gold,Adventure|Comedy|Western
433,Clean Slate,Comedy
434,Cliffhanger,Action|Adventure|Thriller
435,Coneheads,Comedy|Sci-Fi
436,Color of Night,Drama|Thriller
437,Cops and Robbersons,Comedy
438,"Cowboy Way, The",Action|Comedy|Drama
439,Dangerous Game,Drama
440,Dave,Comedy|Romance
441,Dazed and Confused,Comedy
442,Demolition Man,Action|Adventure|Sci-Fi
443,"Endless Summer 2, The",Adventure|Documentary
444,Even Cowgirls Get the Blues,Comedy|Romance
445,Fatal Instinct,Comedy
446,Farewell My Concubine (Ba wang bie ji),Drama|Romance
447,"Favor, The",Comedy|Romance
448,Fearless,Drama
449,Fear of a Black Hat,Comedy
450,With Honors,Comedy|Drama
451,Flesh and Bone,Drama|Mystery|Romance
452,Widows' Peak,Drama
453,For Love or Money,Comedy|Romance
454,"Firm, The",Drama|Thriller
455,Free Willy,Adventure|Children|Drama
456,Fresh,Crime|Drama|Thriller
457,"Fugitive, The",Thriller
458,Geronimo: An American Legend,Drama|Western
459,"Getaway, The",Action|Adventure|Crime|Drama|Romance|Thriller
460,Getting Even with Dad,Comedy
461,Go Fish,Drama|Romance
463,Guilty as Sin,Crime|Drama|Thriller
464,Hard Target,Action|Adventure|Crime|Thriller
465,Heaven & Earth,Action|Drama|War
466,Hot Shots! Part Deux,Action|Comedy|War
467,Live Nude Girls,Comedy
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",Comedy|Romance
469,"House of the Spirits, The",Drama|Romance
470,House Party 3,Comedy
471,"Hudsucker Proxy, The",Comedy
472,I'll Do Anything,Comedy|Drama
473,In the Army Now,Comedy|War
474,In the Line of Fire,Action|Thriller
475,In the Name of the Father,Drama
476,"Inkwell, The",Comedy|Drama
477,What's Love Got to Do with It?,Drama|Musical
479,Judgment Night,Action|Crime|Thriller
480,Jurassic Park,Action|Adventure|Sci-Fi|Thriller
481,Kalifornia,Drama|Thriller
482,Killing Zoe,Crime|Drama|Thriller
483,King of the Hill,Drama
484,Lassie,Adventure|Children
485,Last Action Hero,Action|Adventure|Comedy|Fantasy
486,Life with Mikey,Comedy
487,Lightning Jack,Comedy|Western
488,M. Butterfly,Drama|Romance
489,Made in America,Comedy
490,Malice,Thriller
491,"Man Without a Face, The",Drama
492,Manhattan Murder Mystery,Comedy|Mystery
493,Menace II Society,Action|Crime|Drama
494,Executive Decision,Action|Adventure|Thriller
495,In the Realm of the Senses (Ai no corrida),Drama
496,What Happened Was...,Comedy|Drama|Romance|Thriller
497,Much Ado About Nothing,Comedy|Romance
498,Mr. Jones,Drama|Romance
499,Mr. Wonderful,Comedy|Romance
500,Mrs. Doubtfire,Comedy|Drama
501,Naked,Drama
502,"Next Karate Kid, The",Action|Children|Romance
504,No Escape,Action|Drama|Sci-Fi
505,North,Comedy
506,Orlando,Drama|Fantasy|Romance
507,"Perfect World, A",Crime|Drama|Thriller
508,Philadelphia,Drama
509,"Piano, The",Drama|Romance
510,Poetic Justice,Drama
511,"Program, The",Action|Drama
512,"Puppet Masters, The",Horror|Sci-Fi
513,Radioland Murders,Comedy|Mystery|Romance
514,"Ref, The",Comedy
515,"Remains of the Day, The",Drama|Romance
516,Renaissance Man,Comedy|Drama
517,Rising Sun,Action|Drama|Mystery
518,"Road to Wellville, The",Comedy
519,RoboCop 3,Action|Crime|Drama|Sci-Fi|Thriller
520,Robin Hood: Men in Tights,Comedy
521,Romeo Is Bleeding,Crime|Thriller
522,Romper Stomper,Action|Drama
523,Ruby in Paradise,Drama
524,Rudy,Drama
526,"Savage Nights (Nuits fauves, Les)",Drama
527,Schindler's List,Drama|War
528,"Scout, The",Comedy|Drama
529,Searching for Bobby Fischer,Drama
531,"Secret Garden, The",Children|Drama
532,Serial Mom,Comedy|Crime|Horror
533,"Shadow, The",Action|Adventure|Fantasy|Mystery
534,Shadowlands,Drama|Romance
535,Short Cuts,Drama
536,"Simple Twist of Fate, A",Drama
537,Sirens,Drama
538,Six Degrees of Separation,Drama
539,Sleepless in Seattle,Comedy|Drama|Romance
540,Sliver,Thriller
541,Blade Runner,Action|Sci-Fi|Thriller
542,Son in Law,Comedy|Drama|Romance
543,So I Married an Axe Murderer,Comedy|Romance|Thriller
544,Striking Distance,Action|Crime
546,Super Mario Bros.,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
547,Surviving the Game,Action|Adventure|Thriller
548,Terminal Velocity,Action|Mystery|Thriller
549,Thirty-Two Short Films About Glenn Gould,Drama|Musical
550,Threesome,Comedy|Romance
551,"Nightmare Before Christmas, The",Animation|Children|Fantasy|Musical
552,"Three Musketeers, The",Action|Adventure|Comedy|Romance
553,Tombstone,Action|Drama|Western
554,Trial by Jury,Crime|Drama|Thriller
555,True Romance,Crime|Thriller
556,"War Room, The",Documentary
558,"Pagemaster, The",Action|Adventure|Animation|Children|Fantasy
559,"Paris, France",Comedy
561,Killer (Bulletproof Heart),Drama|Thriller
562,Welcome to the Dollhouse,Comedy|Drama
563,Germinal,Drama|Romance
564,Chasers,Comedy
565,Cronos,Drama|Horror
567,Kika,Comedy|Drama
568,Bhaji on the Beach,Comedy|Drama
569,Little Big League,Comedy|Drama
571,"Wedding Gift, The",Drama|Romance
573,"Ciao, Professore! (Io speriamo che me la cavo)",Drama
574,Spanking the Monkey,Comedy|Drama
575,"Little Rascals, The",Children|Comedy
577,Andre,Adventure|Children|Drama
580,Princess Caraboo,Drama
581,"Celluloid Closet, The",Documentary
582,Métisse (Café au Lait),Comedy|Drama
585,"Brady Bunch Movie, The",Comedy
586,Home Alone,Children|Comedy
587,Ghost,Comedy|Drama|Fantasy|Romance|Thriller
588,Aladdin,Adventure|Animation|Children|Comedy|Musical
589,Terminator 2: Judgment Day,Action|Sci-Fi
590,Dances with Wolves,Adventure|Drama|Western
592,Batman,Action|Crime|Thriller
593,"Silence of the Lambs, The",Crime|Horror|Thriller
594,Snow White and the Seven Dwarfs,Animation|Children|Drama|Fantasy|Musical
595,Beauty and the Beast,Animation|Children|Fantasy|Musical|Romance|IMAX
596,Pinocchio,Animation|Children|Fantasy|Musical
597,Pretty Woman,Comedy|Romance
599,"Wild Bunch, The",Adventure|Western
600,Love and a .45,Action|Comedy|Crime
603,"Bye Bye, Love",Comedy
605,One Fine Day,Drama|Romance
606,Candyman: Farewell to the Flesh,Fantasy|Horror
608,Fargo,Comedy|Crime|Drama|Thriller
609,Homeward Bound II: Lost in San Francisco,Adventure|Children
610,Heavy Metal,Action|Adventure|Animation|Horror|Sci-Fi
611,Hellraiser: Bloodline,Action|Horror|Sci-Fi
612,"Pallbearer, The",Comedy
613,Jane Eyre,Drama|Romance
614,Loaded,Drama|Thriller
615,Bread and Chocolate (Pane e cioccolata),Comedy|Drama
616,"Aristocats, The",Animation|Children
617,"Flower of My Secret, The (La flor de mi secreto)",Comedy|Drama
619,Ed,Comedy
620,Scream of Stone (Cerro Torre: Schrei aus Stein),Drama
621,My Favorite Season,Drama
626,"Thin Line Between Love and Hate, A",Comedy
627,"Last Supper, The",Drama|Thriller
628,Primal Fear,Crime|Drama|Mystery|Thriller
630,Carried Away,Drama|Romance
631,All Dogs Go to Heaven 2,Adventure|Animation|Children|Fantasy|Musical|Romance
632,Land and Freedom (Tierra y libertad),Drama|War
633,Denise Calls Up,Comedy
635,"Family Thing, A",Comedy|Drama
637,Sgt. Bilko,Comedy
638,Jack and Sarah,Romance
639,Girl 6,Comedy|Drama
640,Diabolique,Drama|Thriller
647,Courage Under Fire,Action|Crime|Drama|War
648,Mission: Impossible,Action|Adventure|Mystery|Thriller
650,Moll Flanders,Drama
651,"Superweib, Das",Comedy
653,Dragonheart,Action|Adventure|Fantasy
656,Eddie,Comedy
659,Purple Noon (Plein soleil),Crime|Drama|Thriller
661,James and the Giant Peach,Adventure|Animation|Children|Fantasy|Musical
662,Fear,Thriller
663,Kids in the Hall: Brain Candy,Comedy
664,Faithful,Comedy
665,Underground,Comedy|Drama|War
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),Action
668,Song of the Little Road (Pather Panchali),Drama
670,"World of Apu, The (Apur Sansar)",Drama
671,Mystery Science Theater 3000: The Movie,Comedy|Sci-Fi
673,Space Jam,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
674,Barbarella,Adventure|Comedy|Sci-Fi
678,Some Folks Call It a Sling Blade,Drama|Thriller
679,"Run of the Country, The",Drama
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution)",Drama|Mystery|Romance|Sci-Fi|Thriller
681,Coup de torchon (Clean Slate),Crime
685,It's My Party,Drama
687,Country Life,Drama|Romance
688,Operation Dumbo Drop,Action|Adventure|Comedy|War
690,"Promise, The (Versprechen, Das)",Drama|Romance
691,Mrs. Winterbourne,Comedy|Romance
692,Solo,Action|Sci-Fi|Thriller
694,"Substitute, The",Action|Crime|Drama
695,True Crime,Mystery|Thriller
696,Butterfly Kiss,Drama|Thriller
697,Feeling Minnesota,Drama|Romance
698,Delta of Venus,Drama
700,Angus,Comedy
702,Faces,Drama
703,Boys,Drama
704,"Quest, The",Action|Adventure
705,Cosi,Comedy
707,Mulholland Falls,Crime|Drama|Thriller
708,"Truth About Cats & Dogs, The",Comedy|Romance
709,Oliver & Company,Adventure|Animation|Children|Comedy|Musical
710,Celtic Pride,Comedy
711,Flipper,Adventure|Children
714,Dead Man,Drama|Mystery|Western
715,"Horseman on the Roof, The (Hussard sur le toit, Le)",Drama|Romance
718,"Visitors, The (Visiteurs, Les)",Comedy|Fantasy|Sci-Fi
719,Multiplicity,Comedy
720,Wallace & Gromit: The Best of Aardman Animation,Adventure|Animation|Comedy
721,Halfmoon (Paul Bowles - Halbmond),Drama
722,"Haunted World of Edward D. Wood Jr., The",Documentary
724,"Craft, The",Drama|Fantasy|Horror|Thriller
725,"Great White Hype, The",Comedy
726,Last Dance,Drama
728,Cold Comfort Farm,Comedy
731,Heaven's Prisoners,Crime|Thriller
733,"Rock, The",Action|Adventure|Thriller
735,Cemetery Man (Dellamorte Dellamore),Horror
736,Twister,Action|Adventure|Romance|Thriller
737,Barb Wire,Action|Sci-Fi
741,Ghost in the Shell (Kôkaku kidôtai),Animation|Sci-Fi
742,Thinner,Horror|Thriller
743,Spy Hard,Comedy
745,Wallace & Gromit: A Close Shave,Animation|Children|Comedy
746,Force of Evil,Film-Noir
747,"Stupids, The",Comedy
748,"Arrival, The",Action|Sci-Fi|Thriller
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy|War
753,"Month by the Lake, A",Comedy|Drama|Romance
754,Gold Diggers: The Secret of Bear Mountain,Adventure|Children
755,Kim,Children|Drama
756,Carmen Miranda: Bananas Is My Business,Documentary
757,Ashes of Time (Dung che sai duk),Drama
759,Maya Lin: A Strong Clear Vision,Documentary
760,Stalingrad,Drama|War
761,"Phantom, The",Action|Adventure
762,Striptease,Comedy|Crime
764,Heavy,Drama|Romance
765,Jack,Comedy|Drama
766,I Shot Andy Warhol,Drama
767,"Grass Harp, The",Comedy|Drama
769,Marlene Dietrich: Shadow and Light,Documentary
775,Spirits of the Dead,Horror|Mystery
778,Trainspotting,Comedy|Crime|Drama
779,'Til There Was You,Drama|Romance
780,Independence Day (a.k.a. ID4),Action|Adventure|Sci-Fi|Thriller
781,Stealing Beauty,Drama
782,"Fan, The",Drama|Thriller
783,"Hunchback of Notre Dame, The",Animation|Children|Drama|Musical|Romance
784,"Cable Guy, The",Comedy|Thriller
785,Kingpin,Comedy
786,Eraser,Action|Drama|Thriller
787,"Gate of Heavenly Peace, The",Documentary
788,"Nutty Professor, The",Comedy|Fantasy|Romance|Sci-Fi
